DATE: 2022-02-08 11:47:44 pm|Action: addAppointmentMTLA1212|MTLA121212|PHYSICIAN | Parameters: USER:MONserverMTLA1212/ AppointmentId: MTLA121212/ AppointmentType: PHYSICIAN/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-08 11:47:58 pm|Action: addAppointmentMTLA1212|SHEA121212|SURGEON | Parameters: USER:sheserverMTLA1212/ AppointmentId: SHEA121212/ AppointmentType: SURGEON/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-08 11:47:58 pm|Action: addAppointmentMTLA1212|SHEA121212|SURGEON | Parameters: USER:SHEserverMTLA1212/ AppointmentId: SHEA121212/ AppointmentType: SURGEON/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-09 11:47:07 am|Action: addAppointmentMTLA1212|MTLA121212|PHYSICIAN | Parameters: USER:MONserverMTLA1212/ AppointmentId: MTLA121212/ AppointmentType: PHYSICIAN/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-09 11:47:37 am|Action: addAppointmentMTLA1212|QUEA121212|SURGEON | Parameters: USER:MONserverMTLA1212/ AppointmentId: QUEA121212/ AppointmentType: SURGEON/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-09 11:47:37 am|Action: addAppointmentMTLA1212|QUEA121212|SURGEON | Parameters: USER:QUEserverMTLA1212/ AppointmentId: QUEA121212/ AppointmentType: SURGEON/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-09 01:07:57 pm|Action: addAppointmentMTLA1212|MTLA121212|PHYSICIAN | Parameters: USER:MONserverMTLA1212/ AppointmentId: MTLA121212/ AppointmentType: PHYSICIAN/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-09 01:08:19 pm|Action: addAppointmentMTLA1212|QUEA121212|SURGEON | Parameters: USER:MONserverMTLA1212/ AppointmentId: QUEA121212/ AppointmentType: SURGEON/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-09 01:08:19 pm|Action: addAppointmentMTLA1212|QUEA121212|SURGEON | Parameters: USER:QUEserverMTLA1212/ AppointmentId: QUEA121212/ AppointmentType: SURGEON/ NumofAppointment: 12 | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-09 01:08:24 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-22 10:27:08 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-22 10:27:08 pm|Action: List of Appointments | Parameters: USER: SHEserverMTLA1212 | Action Status: Success | Resonse: MonServeraccessed
DATE: 2022-02-22 10:27:08 pm|Action: List of Appointments | Parameters: USER: AllserverMTLA1212 | Action Status: Success | Resonse: {PHYSICIAN={MTLE140222=Appointment{Number of Appoinntment='10}}, SURGEON={MTLN140222=Appointment{Number of Appoinntment='10}}, DENTIST={MTLA140222=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={QUEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={QUEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={QUEA121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={SHEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={SHEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={SHEA121212=Appointment{Number of Appoinntment='10}}}
DATE: 2022-02-22 10:27:45 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-22 10:27:45 pm|Action: List of Appointments | Parameters: USER: SHEserverMTLA1212 | Action Status: Success | Resonse: MonServeraccessed
DATE: 2022-02-22 10:27:45 pm|Action: List of Appointments | Parameters: USER: AllserverMTLA1212 | Action Status: Success | Resonse: {PHYSICIAN={MTLE140222=Appointment{Number of Appoinntment='10}}, SURGEON={MTLN140222=Appointment{Number of Appoinntment='10}}, DENTIST={MTLA140222=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={QUEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={QUEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={QUEA121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={SHEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={SHEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={SHEA121212=Appointment{Number of Appoinntment='10}}}
DATE: 2022-02-22 10:28:03 pm|Action: getAppointmentSchedule | Parameters: USER:allservernull | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:28:03 pm|Action: Appointment BookedMTLE140222 | Parameters: USER: mtlserverMTLA1212/ AppointmentId: MTLE140222/ AppointmentType: PHYSICIAN | Action Status: Success | Resonse: TRUE
DATE: 2022-02-22 10:28:37 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE140222PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:28:37 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-22 10:28:37 pm|Action: Appointment BookedQUEE121212 | Parameters: USER: QUEserverMTLA1212/ AppointmentId: QUEE121212/ AppointmentType: PHYSICIAN | Action Status: Success | Resonse: TRUE
DATE: 2022-02-22 10:28:37 pm|Action: Appointment BookedQUEE121212 | Parameters: USER:queserverMTLA1212/ AppointmentId: QUEE121212/ AppointmentType: PHYSICIAN/ NumofAppointment:  | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-22 10:28:39 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-22 10:28:39 pm|Action: List of Appointments | Parameters: USER: SHEserverMTLA1212 | Action Status: Success | Resonse: MonServeraccessed
DATE: 2022-02-22 10:28:39 pm|Action: List of Appointments | Parameters: USER: AllserverMTLA1212 | Action Status: Success | Resonse: {PHYSICIAN={MTLE140222=Appointment{Number of Appoinntment='9}}, SURGEON={MTLN140222=Appointment{Number of Appoinntment='10}}, DENTIST={MTLA140222=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={QUEE121212=Appointment{Number of Appoinntment='9}}, SURGEON={QUEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={QUEA121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={SHEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={SHEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={SHEA121212=Appointment{Number of Appoinntment='10}}}
DATE: 2022-02-22 10:29:06 pm|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:29:06 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE140222PHYSICIAN][QUEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:29:27 pm|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:29:27 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE140222PHYSICIAN][QUEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:29:27 pm|Action: Appointment BookedSHEE121212 | Parameters: USER: sheserverMTLA1212/ AppointmentId: SHEE121212/ AppointmentType: PHYSICIAN | Action Status: Success | Resonse: TRUE
DATE: 2022-02-22 10:29:27 pm|Action: Appointment BookedSHEE121212 | Parameters: USER:SHEserverMTLA1212/ AppointmentId: SHEE121212/ AppointmentType: PHYSICIAN/ NumofAppointment:  | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-22 10:29:29 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-22 10:29:29 pm|Action: List of Appointments | Parameters: USER: SHEserverMTLA1212 | Action Status: Success | Resonse: MonServeraccessed
DATE: 2022-02-22 10:29:29 pm|Action: List of Appointments | Parameters: USER: AllserverMTLA1212 | Action Status: Success | Resonse: {PHYSICIAN={MTLE140222=Appointment{Number of Appoinntment='9}}, SURGEON={MTLN140222=Appointment{Number of Appoinntment='10}}, DENTIST={MTLA140222=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={QUEE121212=Appointment{Number of Appoinntment='9}}, SURGEON={QUEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={QUEA121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={SHEE121212=Appointment{Number of Appoinntment='9}}, SURGEON={SHEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={SHEA121212=Appointment{Number of Appoinntment='10}}}
DATE: 2022-02-22 10:29:34 pm|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:29:34 pm|Action: getAppointmentSchedule | Parameters: USER:mtlorqueserver[SHEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:29:34 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE140222PHYSICIAN][QUEE121212PHYSICIAN][SHEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:29:49 pm|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:29:49 pm|Action: getAppointmentSchedule | Parameters: USER:mtlorqueserver[SHEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:29:49 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE140222PHYSICIAN][QUEE121212PHYSICIAN][SHEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:29:49 pm|Action: Appointment BookedSHEA121212 | Parameters: USER: sheserverMTLA1212/ AppointmentId: SHEA121212/ AppointmentType: DENTIST | Action Status: Success | Resonse: TRUE
DATE: 2022-02-22 10:29:49 pm|Action: Appointment BookedSHEA121212 | Parameters: USER:SHEserverMTLA1212/ AppointmentId: SHEA121212/ AppointmentType: DENTIST/ NumofAppointment:  | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-22 10:29:52 pm|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:29:52 pm|Action: getAppointmentSchedule | Parameters: USER:mtlorqueserver[SHEE121212PHYSICIAN, SHEA121212DENTIST] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:29:52 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE140222PHYSICIAN][QUEE121212PHYSICIAN][SHEE121212PHYSICIAN, SHEA121212DENTIST] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:30:30 pm|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:30:30 pm|Action: getAppointmentSchedule | Parameters: USER:mtlorqueserver[SHEE121212PHYSICIAN, SHEA121212DENTIST] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:30:30 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE140222PHYSICIAN][QUEE121212PHYSICIAN][SHEE121212PHYSICIAN, SHEA121212DENTIST] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:30:41 pm|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:30:41 pm|Action: getAppointmentSchedule | Parameters: USER:mtlorqueserver[SHEE121212PHYSICIAN, SHEA121212DENTIST] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:30:41 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE140222PHYSICIAN][QUEE121212PHYSICIAN][SHEE121212PHYSICIAN, SHEA121212DENTIST] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:31:26 pm|Action: Appointment CancelledQUEE121212 | Parameters: USER: QUEserverMTLA1212/ AppointmentId: QUEE121212/ AppointmentType: PHYSICIAN | Action Status: Success | Resonse: true
DATE: 2022-02-22 10:38:31 pm|Action: getAppointmentSchedule | Parameters: USER:allservernull | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:38:31 pm|Action: Appointment BookedMTLE140222 | Parameters: USER: mtlserverMTLA1212/ AppointmentId: MTLE140222/ AppointmentType: PHYSICIAN | Action Status: Success | Resonse: TRUE
DATE: 2022-02-22 10:38:35 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-22 10:38:35 pm|Action: List of Appointments | Parameters: USER: SHEserverMTLA1212 | Action Status: Success | Resonse: MonServeraccessed
DATE: 2022-02-22 10:38:35 pm|Action: List of Appointments | Parameters: USER: AllserverMTLA1212 | Action Status: Success | Resonse: {PHYSICIAN={MTLE140222=Appointment{Number of Appoinntment='9}}, SURGEON={MTLN140222=Appointment{Number of Appoinntment='10}}, DENTIST={MTLA140222=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={QUEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={QUEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={QUEA121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={SHEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={SHEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={SHEA121212=Appointment{Number of Appoinntment='10}}}
DATE: 2022-02-22 10:38:53 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE140222PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:38:53 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-22 10:38:53 pm|Action: Appointment BookedQUEN121212 | Parameters: USER: QUEserverMTLA1212/ AppointmentId: QUEN121212/ AppointmentType: SURGEON | Action Status: Success | Resonse: TRUE
DATE: 2022-02-22 10:38:53 pm|Action: Appointment BookedQUEN121212 | Parameters: USER:queserverMTLA1212/ AppointmentId: QUEN121212/ AppointmentType: SURGEON/ NumofAppointment:  | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-22 10:39:13 pm|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEN121212SURGEON] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:39:13 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE140222PHYSICIAN][QUEN121212SURGEON] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:39:13 pm|Action: Appointment BookedSHEA121212 | Parameters: USER: sheserverMTLA1212/ AppointmentId: SHEA121212/ AppointmentType: DENTIST | Action Status: Success | Resonse: TRUE
DATE: 2022-02-22 10:39:13 pm|Action: Appointment BookedSHEA121212 | Parameters: USER:SHEserverMTLA1212/ AppointmentId: SHEA121212/ AppointmentType: DENTIST/ NumofAppointment:  | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-22 10:39:17 pm|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEN121212SURGEON] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:39:17 pm|Action: getAppointmentSchedule | Parameters: USER:mtlorqueserver[SHEA121212DENTIST] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:39:17 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE140222PHYSICIAN][QUEN121212SURGEON][SHEA121212DENTIST] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:39:43 pm|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEN121212SURGEON] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:39:43 pm|Action: getAppointmentSchedule | Parameters: USER:mtlorqueserver[SHEA121212DENTIST] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:39:43 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE140222PHYSICIAN][QUEN121212SURGEON][SHEA121212DENTIST] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:39:43 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-22 10:39:43 pm|Action: Appointment BookedQUEE121212 | Parameters: USER: QUEserverMTLA1212/ AppointmentId: QUEE121212/ AppointmentType: PHYSICIAN | Action Status: Success | Resonse: TRUE
DATE: 2022-02-22 10:39:43 pm|Action: Appointment BookedQUEE121212 | Parameters: USER:queserverMTLA1212/ AppointmentId: QUEE121212/ AppointmentType: PHYSICIAN/ NumofAppointment:  | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-22 10:39:47 pm|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEN121212SURGEON, QUEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:39:47 pm|Action: getAppointmentSchedule | Parameters: USER:mtlorqueserver[SHEA121212DENTIST] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:39:47 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE140222PHYSICIAN][QUEN121212SURGEON, QUEE121212PHYSICIAN][SHEA121212DENTIST] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:40:14 pm|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEN121212SURGEON, QUEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:40:14 pm|Action: getAppointmentSchedule | Parameters: USER:mtlorqueserver[SHEA121212DENTIST] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:40:14 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE140222PHYSICIAN][QUEN121212SURGEON, QUEE121212PHYSICIAN][SHEA121212DENTIST] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:40:51 pm|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEN121212SURGEON, QUEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:40:51 pm|Action: getAppointmentSchedule | Parameters: USER:mtlorqueserver[SHEA121212DENTIST] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:40:51 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE140222PHYSICIAN][QUEN121212SURGEON, QUEE121212PHYSICIAN][SHEA121212DENTIST] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:40:57 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-22 10:40:57 pm|Action: List of Appointments | Parameters: USER: SHEserverMTLA1212 | Action Status: Success | Resonse: MonServeraccessed
DATE: 2022-02-22 10:40:57 pm|Action: List of Appointments | Parameters: USER: AllserverMTLA1212 | Action Status: Success | Resonse: {PHYSICIAN={MTLE140222=Appointment{Number of Appoinntment='9}}, SURGEON={MTLN140222=Appointment{Number of Appoinntment='10}}, DENTIST={MTLA140222=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={QUEE121212=Appointment{Number of Appoinntment='9}}, SURGEON={QUEN121212=Appointment{Number of Appoinntment='9}}, DENTIST={QUEA121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={SHEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={SHEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={SHEA121212=Appointment{Number of Appoinntment='9}}}
DATE: 2022-02-22 10:41:30 pm|Action: Appointment CancelledQUEN121212 | Parameters: USER: QUEserverMTLA1212/ AppointmentId: QUEN121212/ AppointmentType: SURGEON | Action Status: Success | Resonse: true
DATE: 2022-02-22 10:45:17 pm|Action: getAppointmentSchedule | Parameters: USER:allservernull | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:45:33 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-22 10:45:34 pm|Action: List of Appointments | Parameters: USER: SHEserverMTLA1212 | Action Status: Success | Resonse: MonServeraccessed
DATE: 2022-02-22 10:45:34 pm|Action: List of Appointments | Parameters: USER: AllserverMTLA1212 | Action Status: Success | Resonse: {PHYSICIAN={MTLE140222=Appointment{Number of Appoinntment='10}}, SURGEON={MTLN140222=Appointment{Number of Appoinntment='10}}, DENTIST={MTLA140222=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={QUEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={QUEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={QUEA121212=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={SHEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={SHEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={SHEA121212=Appointment{Number of Appoinntment='10}}}
DATE: 2022-02-22 10:45:47 pm|Action: getAppointmentSchedule | Parameters: USER:allservernull | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:45:47 pm|Action: Appointment BookedMTLE140222 | Parameters: USER: mtlserverMTLA1212/ AppointmentId: MTLE140222/ AppointmentType: PHYSICIAN | Action Status: Success | Resonse: TRUE
DATE: 2022-02-22 10:46:03 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE140222PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:46:03 pm|Action: Appointment BookedMTLN140222 | Parameters: USER: mtlserverMTLA1212/ AppointmentId: MTLN140222/ AppointmentType: SURGEON | Action Status: Success | Resonse: TRUE
DATE: 2022-02-22 10:46:19 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE140222PHYSICIAN, MTLN140222SURGEON] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:46:19 pm|Action: Appointment BookedMTLA140222 | Parameters: USER: mtlserverMTLA1212/ AppointmentId: MTLA140222/ AppointmentType: DENTIST | Action Status: Success | Resonse: TRUE
DATE: 2022-02-22 10:46:29 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE140222PHYSICIAN, MTLN140222SURGEON, MTLA140222DENTIST] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:46:56 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE140222PHYSICIAN, MTLN140222SURGEON, MTLA140222DENTIST] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:46:56 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-22 10:46:56 pm|Action: Appointment BookedQUEE121212 | Parameters: USER: QUEserverMTLA1212/ AppointmentId: QUEE121212/ AppointmentType: PHYSICIAN | Action Status: Success | Resonse: TRUE
DATE: 2022-02-22 10:46:56 pm|Action: Appointment BookedQUEE121212 | Parameters: USER:queserverMTLA1212/ AppointmentId: QUEE121212/ AppointmentType: PHYSICIAN/ NumofAppointment:  | Action Status: Success | Resonse: Appointment added
DATE: 2022-02-22 10:47:03 pm|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:47:03 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE140222PHYSICIAN, MTLN140222SURGEON, MTLA140222DENTIST][QUEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:48:05 pm|Action: Appointment CancelledMTLA140222 | Parameters: USER: MONserverMTLA1212/ AppointmentId: MTLA140222/ AppointmentType: DENTIST | Action Status: Success | Resonse: true
DATE: 2022-02-22 10:48:05 pm|Action: Appointment BookedSHEN121212 | Parameters: USER: sheserverMTLA1212/ AppointmentId: SHEN121212/ AppointmentType: SURGEON | Action Status: Success | Resonse: TRUE
DATE: 2022-02-22 10:48:11 pm|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEE121212PHYSICIAN] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:48:11 pm|Action: getAppointmentSchedule | Parameters: USER:mtlorqueserver[SHEN121212SURGEON] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:48:11 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE140222PHYSICIAN, MTLN140222SURGEON][QUEE121212PHYSICIAN][SHEN121212SURGEON] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:49:06 pm|Action: Appointment CancelledMTLN140222 | Parameters: USER: MONserverMTLA1212/ AppointmentId: MTLN140222/ AppointmentType: SURGEON | Action Status: Success | Resonse: true
DATE: 2022-02-22 10:49:06 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-22 10:49:06 pm|Action: Appointment BookedQUEA121212 | Parameters: USER: QUEserverMTLA1212/ AppointmentId: QUEA121212/ AppointmentType: DENTIST | Action Status: Success | Resonse: TRUE
DATE: 2022-02-22 10:49:24 pm|Action: getAppointmentSchedule | Parameters: USER:sheormtlserver[QUEE121212PHYSICIAN, QUEA121212DENTIST] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:49:24 pm|Action: getAppointmentSchedule | Parameters: USER:mtlorqueserver[SHEN121212SURGEON] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:49:24 pm|Action: getAppointmentSchedule | Parameters: USER:allserver[MTLE140222PHYSICIAN][QUEE121212PHYSICIAN, QUEA121212DENTIST][SHEN121212SURGEON] | Action Status: Success | Resonse: getAppointmentSchedule done
DATE: 2022-02-22 10:49:57 pm|Action: List of Appointments | Parameters: USER: MONserverMTLA1212 | Action Status: Success | Resonse: QUEServeraccessed
DATE: 2022-02-22 10:49:57 pm|Action: List of Appointments | Parameters: USER: SHEserverMTLA1212 | Action Status: Success | Resonse: MonServeraccessed
DATE: 2022-02-22 10:49:57 pm|Action: List of Appointments | Parameters: USER: AllserverMTLA1212 | Action Status: Success | Resonse: {PHYSICIAN={MTLE140222=Appointment{Number of Appoinntment='9}}, SURGEON={MTLN140222=Appointment{Number of Appoinntment='10}}, DENTIST={MTLA140222=Appointment{Number of Appoinntment='10}}}{PHYSICIAN={QUEE121212=Appointment{Number of Appoinntment='9}}, SURGEON={QUEN121212=Appointment{Number of Appoinntment='10}}, DENTIST={QUEA121212=Appointment{Number of Appoinntment='9}}}{PHYSICIAN={SHEE121212=Appointment{Number of Appoinntment='10}}, SURGEON={SHEN121212=Appointment{Number of Appoinntment='9}}, DENTIST={SHEA121212=Appointment{Number of Appoinntment='10}}}
